,REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,num_ingr,B,S,C,L,V,Sa,S*,Lon,Lat
607,478,Coppeneur,Germany,2010,Venezuela,Chuao,0.7,"3- B,S,C","fruity, bland",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-66.1109318,8.0018709
608,558,Coppeneur,Germany,2010,Ecuador,"Los Rios, H. Iara",0.72,"3- B,S,C","harsh aroma, melon floral,off",2.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-79.3666965,-1.3397668
609,558,Coppeneur,Germany,2010,Trinidad,Trinidad,0.72,"3- B,S,C","dry, spicy, woody",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-61.26130538878063,10.443024300000001
610,558,Coppeneur,Germany,2010,Jamaica,Jamaica,0.72,"3- B,S,C","oily, fatty, rum",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-77.3947693,18.1850507
611,558,Coppeneur,Germany,2010,Venezuela,Ocumare 61,0.72,"3- B,S,C","oily, coffee",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-66.1109318,8.0018709
612,813,Coppeneur,Germany,2012,Ghana,Ghana Puristique,0.85,"3- B,S,C","silky, minty",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0800271,8.0300284
613,821,Coppeneur,Germany,2012,Blend,"Uba Budo, Sao Tome & Principe",0.72,"3- B,S,C","creamy, nutty, cocoa",3.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.1002445,51.5840921
614,959,Coppeneur,Germany,2012,Madagascar,Madagascar,0.7,"3- B,S,C","sandy, sweet, tart red berry",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,46.4416422,-18.9249604
615,1169,Coppeneur,Germany,2013,Ecuador,"Ecuador, Puristique",0.65,"4- B,S,C,L","oily, fragrant, spciy",3.25,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-79.3666965,-1.3397668
616,1984,Coppeneur,Germany,2017,Ghana,Ghana,0.75,"3- B,S,C","oily, rich cocoa, nutty",3.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0800271,8.0300284
617,971,Cravve,Australia,2012,Tanzania,"Tanzania, batch a1",0.75,"3- B,S,C","spice, roasty, off fatty note",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35.7878438,-6.5247123
618,975,Cravve,Australia,2012,Brazil,"Bahia, batch a1213",0.65,"3- B,S,C","sandy, sweet, smokey",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-53.2,-10.3333333
619,975,Cravve,Australia,2012,Fiji,"Namau Village, N. Taileva P., batch a2812",0.67,"3- B,S,C","acidic, sweet, cucumber",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,179.0122737,-18.1239696
620,975,Cravve,Australia,2012,Vanuatu,"Vanuatu, batch 2410",0.64,"3- B,S,C","sandy, sweet, spicy, roasty",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,168.1069154,-16.5255069
621,975,Cravve,Australia,2012,Papua New Guinea,"Djual Island, batch 1712",0.75,"3- B,S,C","sandy, sweet, nutty",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,144.2489081,-5.6816069
622,1283,Cravve,Australia,2014,Papua New Guinea,"New Ireland, batch 1702",0.7,"3- B,S,C","true to sugar, molasses",2.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,144.2489081,-5.6816069
623,1335,Cravve,Australia,2014,Vanuatu,"Vanuatu, batch 2410",0.83,"3- B,S,C",banana nut,2.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,168.1069154,-16.5255069
624,1736,Creo,U.S.A.,2016,Ecuador,"""heirloom"", Arriba Nacional",0.85,"3- B,S,C","oily, mild bitter, nutty, fruit",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-79.3666965,-1.3397668
625,1736,Creo,U.S.A.,2016,Ecuador,"""heirloom"", Arriba Nacional",0.73,"3- B,S,C","creamy, complex, fruity",3.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-79.3666965,-1.3397668
626,2466,Crow and Moss,U.S.A.,2020,Dominican Republic,"Zorzal, batch 40",0.7,"2- B,S","deep cherry, earthy, rubbery",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
627,2466,Crow and Moss,U.S.A.,2020,Colombia,"Aruaca, batch 39",0.7,"2- B,S","nutty, citrus",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-72.9088133,4.099917
628,2466,Crow and Moss,U.S.A.,2020,Honduras,"Wampusirpi, batch 41",0.7,"2- B,S","banana, spicy, grassy",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-86.0755145,15.2572432
629,2502,Crow and Moss,U.S.A.,2020,Ecuador,"Camino Verde, batch 84",0.7,"2- B,S","bold, black tea, floral, banana",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-79.3666965,-1.3397668
630,2656,Crow and Moss,U.S.A.,2021,India,"Anamalai, Pollachi City, batch 148",0.7,"2- B,S","sticky, cocoa, honey",3.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,78.6677428,22.3511148
631,2720,CRU,U.S.A.,2022,Guatemala,"El Peten, batch 21156",0.72,"2- B,S","sticky, mild molasses, mango",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.345759,15.5855545
632,2724,CRU,U.S.A.,2022,Nicaragua,"La Dalia, batch 21266",0.72,"2- B,S","mild molasses, creamy, caramel",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-85.2936911,12.6090157
633,2724,CRU,U.S.A.,2022,Honduras,"La Masica, batch 21155",0.72,"2- B,S","floral, mild molasses, astringent",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-86.0755145,15.2572432
634,2522,Cultura,U.S.A.,2020,Haiti,"Pisa, 2020 harvest, batch 20111",0.7,"3- B,S,C",rich malt,3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-72.3570972,19.1399952
635,2522,Cultura,U.S.A.,2020,Belize,"Maya Mountain, 2020 harvest, batch 20107",0.75,"3- B,S,C","raspberry, cocoa",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-88.7600927,16.8259793
636,2526,Cultura,U.S.A.,2020,Guatemala,"Lachua, Cacao Verapaz, 2018 harvest, batch 20092",0.7,"3- B,S,C","sandy, sweet, basic cocoa base",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-90.345759,15.5855545
637,2526,Cultura,U.S.A.,2020,Mexico,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",0.7,"3- B,S,C","raisins, honey, molassses",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-102.0077097,23.6585116
638,2622,Cuna de Piedra,Mexico,2021,Mexico,"Comalcalco, Tabasco, b. 2370003, 2019 harvest",0.73,"2- B,S","deep cocoa, fruit, melon",3.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-102.0077097,23.6585116
639,785,Daintree,Australia,2011,Australia,"Daintree Estates, N. Queensland",0.7,"5- B,S,C,V,L","vanilla, banana, citrus",3.25,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,134.755,-24.7761086
640,1654,Daintree,Australia,2015,Australia,Goodman Estate,0.7,"3- B,S,C","sandy, candy like vanilla, off",2.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,134.755,-24.7761086
641,1928,Dalloway,U.S.A.,2017,Dominican Republic,"Dominican Republic, batch 7",0.72,"2- B,S","hammy, sour, astringent",2.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
642,1610,Damson,U.K.,2015,Trinidad,Robson Estate,0.7,"3- B,S,C","floral, sour, synthetic, off",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-61.26130538878063,10.443024300000001
643,1610,Damson,U.K.,2015,Ecuador,Los Rios,0.7,"3- B,S,C","floral, banana",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-79.3666965,-1.3397668
644,1666,Damson,U.K.,2015,Grenada,Crayfish Bay aka Non Pariel Estate,0.7,"3- B,S,C","off, pungent, intense",2.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-61.6904045,12.1360374
645,1666,Damson,U.K.,2015,Nicaragua,O'Payo,0.7,"3- B,S,C","oily, grapes, pungent",2.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-85.2936911,12.6090157
646,2064,Damson,U.K.,2018,Blend,"Angel Bar, Nicaragua, Madagascar",0.65,"4- B,S,C,L","sweet, vinegar",2.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.1002445,51.5840921
647,2574,Dancing Lion,U.S.A.,2021,Puerto Rico,"Puerto Rico, collab w/ USDA (Juan Echevarria)",0.68,"4- B,S,C,L","harsh woody/green, cocoa base",2.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-66.26152219418967,18.19897685
648,2574,Dancing Lion,U.S.A.,2021,India,Anamalai,0.72,"4- B,S,C,L","fresh fruit, sour cherry, roasty",3.0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,78.6677428,22.3511148
649,2574,Dancing Lion,U.S.A.,2021,Peru,"Ucayali, collab w/ USAID & Alanzo Cacao",0.72,"4- B,S,C,L","raisiny, slight anise, roasty",3.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-75.0458515,-6.8699697
650,805,Dandelion,U.S.A.,2012,Costa Rica,Upala,0.7,"2- B,S","dried fruit, tannic",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-84.0739102,10.2735633
651,805,Dandelion,U.S.A.,2012,Colombia,Colombian,0.7,"2- B,S","grassy, green, candy spice",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-72.9088133,4.099917
652,915,Dandelion,U.S.A.,2012,Dominican Republic,"Elvesia, 2011",0.7,"2- B,S","spicy, fudgey",3.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
653,1026,Dandelion,U.S.A.,2013,Venezuela,"Cumboto, farmer Jose Lugo, batch 1",0.7,"2- B,S","acidic, sour, cocoa",2.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-66.1109318,8.0018709
654,1026,Dandelion,U.S.A.,2013,Venezuela,"Patanemo, batch 3",0.7,"2- B,S","licorice, sour, rich cocoa",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-66.1109318,8.0018709
655,1085,Dandelion,U.S.A.,2013,Venezuela,"Mantuano, 2012, batch 1",0.7,"2- B,S","roasty, oreo shell, coffee",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-66.1109318,8.0018709
656,1153,Dandelion,U.S.A.,2013,Papua New Guinea,"Papua New Guinea, batch 1",0.7,"2- B,S","mild smoke, raspberry,cocoa",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,144.2489081,-5.6816069
657,1219,Dandelion,U.S.A.,2014,Belize,Maya Mountain,0.7,"2- B,S","heavy roast, blackberry",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-88.7600927,16.8259793
658,1295,Dandelion,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, 2013",0.7,"2- B,S","gummy, nutty, bourbon",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-79.3666965,-1.3397668
659,1303,Dandelion,U.S.A.,2014,Liberia,Buto,0.7,"2- B,S","roasty, spicy, nutty",2.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.3658524,5.7499721
660,1387,Dandelion,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Cibao region",0.7,"2- B,S","cherry, rich choco",3.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
661,1446,Dandelion,U.S.A.,2015,Belize,"Maya Mtn., Break Bar- Snark",0.7,"2- B,S","intense, roasty, coffee, raisin",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-88.7600927,16.8259793
662,1816,Dandelion,U.S.A.,2016,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",0.7,"2- B,S","cherry, rich choco",3.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
663,2024,Dandelion,U.S.A.,2017,Costa Rica,"Hacienda Azul, 2016 Harvest",0.7,"2- B,S","cocoa, sour, toffee, earthy",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-84.0739102,10.2735633
664,2178,Dandelion,U.S.A.,2018,Sierra Leone,"Gola Rainforest, 2017 harvest",0.7,"2- B,S","vegetal, high astringency",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-11.8400269,8.6400349
665,2178,Dandelion,U.S.A.,2018,Honduras,"WAMPU, La Mosquitia, 2017 harvest",0.7,"2- B,S","nutty, moderate acidity",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-86.0755145,15.2572432
666,2178,Dandelion,U.S.A.,2018,India,"Anamalai, 2017 harvest",0.7,"2- B,S","ripe orange, citrus",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,78.6677428,22.3511148
667,2386,Dandelion,U.S.A.,2019,Vietnam,"Ben Tre, 2018 Harvest",0.7,"2- B,S","green apple, sticky",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,108.4265113,13.2904027
668,2546,Dandelion,U.S.A.,2021,Tanzania,"Kokoa Kamili, 2017 h., batch 2",0.7,"2- B,S","dairy, honey, cocoa",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.7878438,-6.5247123
669,2546,Dandelion,U.S.A.,2021,Brazil,"Vale Potumuju, 2019 h., batch 1",0.7,"2- B,S",distinct choco and graham,4.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-53.2,-10.3333333
670,2550,Dandelion,U.S.A.,2021,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",0.7,"2- B,S","grape, pungent",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-75.0458515,-6.8699697
671,2550,Dandelion,U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2016 h., batch 1",0.7,"2- B,S","faint fruit, basic fudgey",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
672,2602,Dandelion,U.S.A.,2021,Guatemala,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",0.7,"2- B,S","pungent, woody, choco pudding",2.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.345759,15.5855545
673,2602,Dandelion,U.S.A.,2021,India,"Anamalai, 2018 H., batch 1",0.7,"2- B,S","pungent, sour, tart, intense",2.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,78.6677428,22.3511148
674,2602,Dandelion,U.S.A.,2021,India,"Anamalai, 2019 H., batch 1, nutmeg fermentation",0.7,"2- B,S","orange soda, sour",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,78.6677428,22.3511148
675,654,Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,Dominican Republic,0.7,"2- B,S","grassy, fruity, brownie",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
676,654,Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,Madagascar,0.7,"2- B,S","brownie, red berry",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,46.4416422,-18.9249604
677,654,Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,Tanzania,0.7,"2- B,S",cocoa flavor dominates,3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.7878438,-6.5247123
678,2550,Dandelion (Japan),U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2017 h.",0.7,"2- B,S","light caramel, sl. dry, earthy",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
679,423,Danta,Guatemala,2009,Guatemala,Las Acacias E.,0.75,"4- B,S,C,V","dark woody, plum, astringent",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-90.345759,15.5855545
680,423,Danta,Guatemala,2009,Guatemala,Las Acacias E.,0.6,"4- B,S,C,V","wood, holiday spice, soap",3.25,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-90.345759,15.5855545
681,661,Danta,Guatemala,2011,Guatemala,Los Ujuxtes,0.6,"4- B,S,C,V","oily, dried fruit, vanilla",3.5,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-90.345759,15.5855545
682,987,Danta,Guatemala,2012,Venezuela,Chuao,0.75,"4- B,S,C,V","gummy, fatty, caramel",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-66.1109318,8.0018709
683,987,Danta,Guatemala,2012,Guatemala,Los Ujuxtes,0.7,"2- B,S",spicy,3.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.345759,15.5855545
684,987,Danta,Guatemala,2012,Madagascar,Sambirano,0.7,"2- B,S","oily, toffee, hints of fruit",3.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,46.4416422,-18.9249604
685,987,Danta,Guatemala,2012,Guatemala,Las Acacias E.,0.7,"2- B,S","sweet spice, floral",4.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.345759,15.5855545
686,991,Danta,Guatemala,2012,Guatemala,"Oscuro, Finca Chimelb",0.7,"2- B,S","nutty, ashey, spicy pepper",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.345759,15.5855545
687,1223,Danta,Guatemala,2014,Guatemala,Los Ujuxtes,0.82,"4- B,S,C,V","fatty, sunflower, peanutbutter",3.25,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-90.345759,15.5855545
688,1920,DAR,U.S.A.,2016,Venezuela,"Venezuela, batch 122",0.72,"2- B,S","nut, tobacco, burnt, off notes",2.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-66.1109318,8.0018709
689,1920,DAR,U.S.A.,2016,Vietnam,Vietnam,0.72,"2- B,S","raisins, astringent",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,108.4265113,13.2904027
690,1920,DAR,U.S.A.,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",0.7,"2- B,S","floral, licorice, roasty",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1002445,51.5840921
691,2342,Darcis,Belgium,2019,Peru,Piura,0.72,"4- B,S,C,L","muted, creamy, grapes, fatty",3.0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-75.0458515,-6.8699697
692,2342,Darcis,Belgium,2019,Vietnam,Mekong Delta,0.7,"4- B,S,C,L","muted, creamy, basic cocoa",3.25,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,108.4265113,13.2904027
693,1550,Dark Forest,U.S.A.,2015,Madagascar,Madagascar,0.7,"3- B,S,C","sweet, strong sour, acidic",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,46.4416422,-18.9249604
694,1550,Dark Forest,U.S.A.,2015,Venezuela,Ocumare,0.7,"3- B,S,C","roasty, nutty, sweet",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-66.1109318,8.0018709
695,1554,Dark Forest,U.S.A.,2015,Tanzania,Tanzania,0.7,"3- B,S,C","intense, sweet, brownie",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35.7878438,-6.5247123
696,1554,Dark Forest,U.S.A.,2015,Ecuador,Ecuador,0.7,"3- B,S,C","bold, floral, rum",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-79.3666965,-1.3397668
697,1708,Dark Forest,U.S.A.,2016,Bolivia,Bolivia,0.75,"3- B,S,C","mild cherry, fatty",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-64.9912286,-17.0568696
698,907,Davis,U.S.A.,2012,Blend,West Africa,0.58,"4- B,S,C,L","nice melt, odd rubber notes",3.25,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.1002445,51.5840921
699,1093,Davis,U.S.A.,2013,Ghana,Ghana,0.7,"4- B,S,C,L","vanilla, fatty, basic cocoa",2.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0800271,8.0300284
700,1093,Davis,U.S.A.,2013,Dominican Republic,Rainforest,0.7,"4- B,S,C,L","chalky, vanilla, caramel",2.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-70.3028026,19.0974031
701,1093,Davis,U.S.A.,2013,Venezuela,Venezuela,0.7,"4- B,S,C,L","fatty, powdery, nut, sl. Burnt",2.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-66.1109318,8.0018709
702,1462,De Mendes,Brazil,2015,Brazil,"Nativo, Varzea",0.72,"3- B,S,C","texture issues, brownie",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-53.2,-10.3333333
703,1462,De Mendes,Brazil,2015,Brazil,"Selvagem, Jari",0.65,"3- B,S,C","one dimensional, brownie",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-53.2,-10.3333333
704,1832,De Villiers,South Africa,2016,Uganda,Bundibugyo District,0.7,"3- B,S,C","high roast, intense, fatty",2.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,32.2166578,1.5333554
705,1832,De Villiers,South Africa,2016,Madagascar,"Sambirano Valley, batch 2477",0.7,"3- B,S,C","high roast, fruit",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,46.4416422,-18.9249604
706,170,Dean and Deluca (Belcolade),U.S.A.,2007,Madagascar,Madagascar,0.66,"4- B,S,C,V","sandy, cloying, rich cocoa",2.5,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,46.4416422,-18.9249604
707,175,Dean and Deluca (Belcolade),U.S.A.,2007,Costa Rica,Costa Rica,0.64,"4- B,S,C,V","dark coffee, cocoa",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-84.0739102,10.2735633
708,175,Dean and Deluca (Belcolade),U.S.A.,2007,Ecuador,Ecuador,0.71,"4- B,S,C,V","cinamon, nutmeg, coffee",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-79.3666965,-1.3397668
709,175,Dean and Deluca (Belcolade),U.S.A.,2007,Ghana,Ghana,0.6,"4- B,S,C,V","nutty, simple, sweet",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0800271,8.0300284
710,180,Dean and Deluca (Belcolade),U.S.A.,2007,Papua New Guinea,Papua New Guinea,0.64,"4- B,S,C,V","waxy, tobacco, smokey",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,144.2489081,-5.6816069
711,180,Dean and Deluca (Belcolade),U.S.A.,2007,Peru,Peru,0.64,"4- B,S,C,V","mild mint, basic cocoa",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-75.0458515,-6.8699697
712,263,Debauve & Gallais (Michel Cluizel),France,2008,Venezuela,Venezuela,0.66,"4- B,S,C,V","fatty, rich cocoa, roasty",3.75,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-66.1109318,8.0018709
713,423,Debauve & Gallais (Michel Cluizel),France,2009,Papua New Guinea,Papua New Guinea,0.64,"4- B,S,C,V","smokey,chalky,berry,caramel",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,144.2489081,-5.6816069
714,2222,Definite,Dominican Republic,2018,Dominican Republic,Elvesia,0.7,"2- B,S","metallic, dirt/ earthy",2.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
715,2222,Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,0.7,"2- B,S","dirty, floral, unrefined",2.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
716,2222,Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,0.8,"2- B,S","mild bitter, fatty, grassy",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
717,1916,Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",0.72,"2- B,S","vanilla, chemical, rubber",2.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.7878438,-6.5247123
718,2422,Desbarres,Canada,2019,Guatemala,"Monte Grande, batch 178",0.72,"2- B,S","smokey, roasty, acidic, rich",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.345759,15.5855545
719,166,DeVries,U.S.A.,2007,Costa Rica,Costa Rica,0.77,"2- B,S","red berry, lingering coffee",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-84.0739102,10.2735633
720,166,DeVries,U.S.A.,2007,Dominican Republic,Dominican Republic,0.77,"2- B,S","sticky, woodsy, rum",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
721,241,DeVries,U.S.A.,2008,Bolivia,Bolivian,0.8,"2- B,S","intense fruit, bitter ending",2.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-64.9912286,-17.0568696
722,661,Dick Taylor,U.S.A.,2011,Madagascar,Sambirano,0.8,"2- B,S","sandy, flat, hint of berry",2.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,46.4416422,-18.9249604
723,682,Dick Taylor,U.S.A.,2011,Venezuela,Mantuano,0.75,"2- B,S","sticky, very roasty, nutty",2.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-66.1109318,8.0018709
724,769,Dick Taylor,U.S.A.,2011,Dominican Republic,La Red,0.74,"2- B,S","earthy, tart, sour",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
725,769,Dick Taylor,U.S.A.,2011,Ecuador,Ecuador,0.7,"2- B,S","grassy, tea, late sour",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-79.3666965,-1.3397668
726,895,Dick Taylor,U.S.A.,2012,Bolivia,Bolivia,0.75,"2- B,S","dry, mint, medicinal",2.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-64.9912286,-17.0568696
727,1034,Dick Taylor,U.S.A.,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",0.7,"2- B,S","oily, black pepper, roasty",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-79.3666965,-1.3397668
728,1193,Dick Taylor,U.S.A.,2013,Ecuador,Camino Verde,0.76,"2- B,S","butter, floral, rum",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-79.3666965,-1.3397668
729,1235,Dick Taylor,U.S.A.,2014,Dominican Republic,Elvesia,0.74,"2- B,S","mild fruit and spice, roasty",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
730,1634,Dick Taylor,U.S.A.,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",0.7,"2- B,S","sticky, rich, cherry",3.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-64.9912286,-17.0568696
731,1864,Dick Taylor,U.S.A.,2016,Vietnam,Tien Giang,0.78,"2- B,S","tropical berry, intense",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,108.4265113,13.2904027
732,1952,Dick Taylor,U.S.A.,2017,Guatemala,Lanquin Estate,0.7,"2- B,S","blackberry, raisns",3.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.345759,15.5855545
